Gene.ID	Gene.Name	HGNC	EntrezGene	RefSeq	transcript_id
ENSG00000206072.12	SERPINB11	SERPINB11	89778	NM_080475.3;NA;NM_001291279.1;NM_001291278.1	ENST00000382749.9;ENST00000489748.5;ENST00000544088.5;ENST00000623262.3;ENST00000624518.1
ENSG00000206073.10	SERPINB4	SERPINB4	6318	NM_002974.3;NM_175041.1;NA	ENST00000341074.9;ENST00000413673.5;ENST00000436264.1
ENSG00000206075.13	SERPINB5	SERPINB5	5268	NM_002639.4;NA	ENST00000382771.8;ENST00000424602.1;ENST00000489441.5
ENSG00000206077.10	ZDHHC11B	ZDHHC11B	653082	NA	ENST00000382776.5;ENST00000508859.6;ENST00000622126.1
ENSG00000206102.2	KRTAP19-8	KRTAP19-8	728299	NM_001099219.1	ENST00000382822.2
ENSG00000206104.2	KRTAP20-3	KRTAP20-3	337985	NM_001128077.1	ENST00000382826.2
ENSG00000206105.2	KRTAP20-4	KRTAP20-4	100151643	NM_001350977.1	ENST00000382828.2
ENSG00000206106.2	KRTAP22-2	KRTAP22-2	100288287	NM_001164434.1	ENST00000382830.2
ENSG00000206107.2	KRTAP27-1	KRTAP27-1	643812	NM_001077711.1	ENST00000382835.2
ENSG00000206113.10	CFAP99	CFAP99	402160	NA;NM_001193282.2	ENST00000506607.2;ENST00000616117.5;ENST00000635017.1
ENSG00000206127.10	GOLGA8O	GOLGA8O	728047	NM_001277308.1;NA	ENST00000509311.6;ENST00000562377.1
ENSG00000206140.10	TMEM191C	TMEM191C	645426	NA;NM_001207052.1	ENST00000432134.6;ENST00000536718.2;ENST00000545656.2;ENST00000621561.4
ENSG00000206150.3	RNASE13	RNASE13	440163	NM_001012264.3	ENST00000382951.3
ENSG00000206172.8	HBA1	HBA1	3039	NM_000558.4;NA	ENST00000320868.9;ENST00000397797.1
ENSG00000206177.6	HBM	HBM	3042	NM_001003938.3	ENST00000356815.3
ENSG00000206181.5	ELOA2	ELOA2	51224	NM_016427.2;NA	ENST00000332567.5;ENST00000620522.1
ENSG00000206190.11	ATP10A	ATP10A	57194	NM_024490.3;NA	ENST00000356865.10;ENST00000555756.1;ENST00000619904.1
ENSG00000206199.10	ANKUB1	ANKUB1	389161	NM_001144960.2;NM_001315506.1	ENST00000446160.6;ENST00000462519.3
ENSG00000206203.4	TSSK2	TSSK2	23617	NM_053006.4	ENST00000399635.3
ENSG00000206260.3	PRR23A	PRR23A	729627	NM_001134659.1	ENST00000383163.3
ENSG00000206262.8	FOXL2NB	FOXL2NB	401089	NM_001040061.2	ENST00000383165.3
ENSG00000206384.10	COL6A6	COL6A6	131873	NM_001102608.1;NA	ENST00000358511.10;ENST00000511332.1
ENSG00000206418.3	RAB12	RAB12	201475	NM_001025300.2	ENST00000329286.6
ENSG00000206422.2	LRRC30	LRRC30	339291	NM_001105581.1	ENST00000383467.2
ENSG00000206432.4	TMEM200C	TMEM200C	645369	NM_001080209.1;NA	ENST00000383490.2;ENST00000581347.2
ENSG00000206474.8	OR10C1	OR10C1	442194	NA	ENST00000444197.3;ENST00000622521.1
ENSG00000206483.5	TXNRD3NB	TXNRD3NB	NA	NA	ENST00000404489.2
ENSG00000206503.12	HLA-A	HLA-A	3105	NA;NM_002116.7	ENST00000376802.2;ENST00000376806.9;ENST00000376809.9;ENST00000396634.5;ENST00000638375.1
ENSG00000206527.9	HACD2	HACD2	201562	NM_198402.3;NA	ENST00000383657.9;ENST00000469317.1;ENST00000493515.1
ENSG00000206530.10	CFAP44	CFAP44	55779	NM_018338.3;NM_001164496.1;NA	ENST00000295868.6;ENST00000393845.8;ENST00000473143.1
ENSG00000206531.10	CD200R1L	CD200R1L	344807	NM_001008784.2;NA;NM_001199215.1	ENST00000398214.5;ENST00000448932.4;ENST00000488794.5;ENST00000617549.3
ENSG00000206535.7	LNP1	LNP1	348801	NM_001085451.1;NA	ENST00000383693.7;ENST00000489752.1
ENSG00000206536.1	OR5K3	OR5K3	403277	NM_001005516.1	ENST00000383695.1
ENSG00000206538.8	VGLL3	VGLL3	389136	NM_001320493.1;NM_001320494.1;NA	ENST00000383698.3;ENST00000398399.6;ENST00000494229.1
ENSG00000206549.13	PRSS50	PRSS50	NA	NA	ENST00000460241.2
ENSG00000206557.5	TRIM71	TRIM71	131405	NM_001039111.2	ENST00000383763.5
ENSG00000206559.7	ZCWPW2	ZCWPW2	152098	NM_001040432.3;NA	ENST00000383768.6;ENST00000419130.5;ENST00000420223.5;ENST00000428875.1;ENST00000457897.1
ENSG00000206560.11	ANKRD28	ANKRD28	23243	NM_015199.3;NM_001195098.1	ENST00000399451.6;ENST00000624145.3
ENSG00000206561.12	COLQ	COLQ	8292	NM_080538.2;NM_080539.3;NM_005677.3;NA	ENST00000383781.8;ENST00000383786.9;ENST00000383788.9;ENST00000603808.5;ENST00000605797.1
ENSG00000206562.11	METTL6	METTL6	131965	NM_001301791.1;NM_001301792.1;NA;NM_001301790.1	ENST00000383789.9;ENST00000383790.7;ENST00000443029.5;ENST00000450816.6;ENST00000453819.5;ENST00000458728.5;ENST00000598878.1
ENSG00000206579.8	XKR4	XKR4	114786	NM_052898.1;NA	ENST00000327381.6;ENST00000622811.1
ENSG00000211445.11	GPX3	GPX3	2878	NA;NM_002084.3	ENST00000388825.8;ENST00000517973.1;ENST00000520059.1;ENST00000521632.1;ENST00000521650.5;ENST00000614343.4;ENST00000622181.4
ENSG00000211448.11	DIO2	DIO2	1734	NM_001242502.1;NM_013989.4;NA;NM_001007023.3;NM_001242503.1;NM_000793.5	ENST00000422005.7;ENST00000438257.8;ENST00000553594.1;ENST00000553968.1;ENST00000554188.5;ENST00000555750.1;ENST00000556811.5;ENST00000557010.5;ENST00000557125.1
ENSG00000211450.9	SELENOH	SELENOH	NA	NA;NM_001321335.1	ENST00000388857.8;ENST00000528798.1;ENST00000534355.5;ENST00000622257.4
ENSG00000211452.10	DIO1	DIO1	1733	NM_001039716.2;NM_000792.6;NM_001039715.2;NA;NM_213593.4;NM_001324316.1;NR_136692.1	ENST00000322679.10;ENST00000361921.7;ENST00000388876.3;ENST00000524406.5;ENST00000525202.5;ENST00000529589.5;ENST00000532493.5;ENST00000610607.4;ENST00000613679.4;ENST00000617230.2
ENSG00000211454.13	AKR7L	AKR7L	246181	NR_040288.1	ENST00000420396.3
ENSG00000211455.7	STK38L	STK38L	23012	NM_015000.3;NA	ENST00000389032.7;ENST00000540996.5;ENST00000541191.5;ENST00000543246.5;ENST00000544969.5;ENST00000545470.5
ENSG00000211456.10	SACM1L	SACM1L	22908	NM_001319072.1;NM_001319073.1;NA	ENST00000389061.9;ENST00000418611.5;ENST00000433336.1;ENST00000438671.3
ENSG00000211460.11	TSN	TSN	7247	NM_004622.2;NA;NM_001261401.1	ENST00000389682.7;ENST00000409193.1;ENST00000455432.5;ENST00000536142.5
ENSG00000211584.13	SLC48A1	SLC48A1	55652	NM_017842.2;NA	ENST00000442218.2;ENST00000442892.2;ENST00000547002.5;ENST00000548498.5;ENST00000549243.5
ENSG00000211642.3	IGLV10-54	IGLV10-54	NA	NA	ENST00000640991.1
ENSG00000211804.3	TRDV1	TRDV1	NA	NA	ENST00000621643.1
ENSG00000211898.7	IGHD	IGHD	NA	NA	ENST00000613640.1
ENSG00000212122.3	TSSK1B	TSSK1B	83942	NM_032028.3	ENST00000390666.3
ENSG00000212123.3	PRR22	PRR22	163154	NA;NM_001134316.1	ENST00000390672.2;ENST00000419421.2
ENSG00000212124.2	TAS2R19	TAS2R19	259294	NM_176888.2	ENST00000390673.2
ENSG00000212126.3	TAS2R50	TAS2R50	259296	NM_176890.2	ENST00000506868.1
ENSG00000212127.5	TAS2R14	TAS2R14	50840	NM_023922.1	ENST00000537503.1
ENSG00000212128.2	TAS2R13	TAS2R13	50838	NM_023920.2	ENST00000390677.2
ENSG00000212643.2	ZRSR1	ZRSR1	NA	NA	ENST00000391338.2
ENSG00000212657.1	KRTAP16-1	KRTAP16-1	100505753	NM_001146182.1	ENST00000391352.1
ENSG00000212658.1	KRTAP29-1	KRTAP29-1	100533177	NM_001257309.1	ENST00000391353.1
ENSG00000212659.1	KRTAP9-6	KRTAP9-6	100507608	NM_001277331.1	ENST00000391355.1
ENSG00000212710.4	CTAGE1	CTAGE1	64693	NM_172241.2;NA	ENST00000391403.3;ENST00000525417.1
ENSG00000212719.10	C17orf51	C17orf51	339263	NM_001113434.4;NA	ENST00000391411.9;ENST00000412778.3
ENSG00000212721.3	KRTAP4-11	KRTAP4-11	653240	NM_033059.3	ENST00000391413.3
ENSG00000212722.7	KRTAP4-9	KRTAP4-9	100132386	NM_001146041.1;NA	ENST00000391415.1;ENST00000617453.1
ENSG00000212724.3	KRTAP2-3	KRTAP2-3	730755	NM_001165252.1	ENST00000391418.3
ENSG00000212725.3	KRTAP2-1	KRTAP2-1	81872	NM_001123387.1;NA	ENST00000391419.3;ENST00000542137.1
ENSG00000212747.4	RTL8B	RTL8B	441518	NM_001078173.1	ENST00000391440.2
ENSG00000212807.2	OR2A42	OR2A42	402317	NM_001001802.2;NA	ENST00000391496.1;ENST00000641810.1
ENSG00000212864.3	RNF208	RNF208	727800	NM_031297.4;NA	ENST00000391553.2;ENST00000392827.2
ENSG00000212899.2	KRTAP3-3	KRTAP3-3	85293	NM_033185.2	ENST00000391586.2
ENSG00000212900.2	KRTAP3-2	KRTAP3-2	83897	NM_031959.2	ENST00000391587.2
ENSG00000212901.3	KRTAP3-1	KRTAP3-1	83896	NM_031958.1	ENST00000391588.2
ENSG00000212907.2	MT-ND4L	MT-ND4L	4539	NA	ENST00000361335.1
ENSG00000212916.4	MAP10	MAP10	54627	NM_019090.2	ENST00000418460.2
ENSG00000212933.1	KRTAP12-4	KRTAP12-4	386684	NM_198698.1	ENST00000391618.1
ENSG00000212935.1	KRTAP10-3	KRTAP10-3	386682	NM_198696.2	ENST00000391620.1
ENSG00000212938.3	KRTAP6-3	KRTAP6-3	337968	NM_181605.3	ENST00000391624.1
ENSG00000212993.4	POU5F1B	POU5F1B	5462	NM_001159542.1	ENST00000465342.3
ENSG00000213015.8	ZNF580	ZNF580	51157	NM_207115.1;NM_016202.2;NM_001163423.1;NA	ENST00000325333.9;ENST00000543039.2;ENST00000545125.1;ENST00000590190.1;ENST00000592461.5;ENST00000592881.1
ENSG00000213020.9	ZNF611	ZNF611	81856	NM_030972.3;NM_001161501.1;NM_001161500.1;NM_001161499.1;NA	ENST00000319783.5;ENST00000453741.6;ENST00000540744.5;ENST00000543227.5;ENST00000595798.5;ENST00000596702.5;ENST00000600943.5;ENST00000601643.5;ENST00000602162.5;ENST00000640952.1
ENSG00000213022.5	KLK9	KLK9	284366	NM_012315.1	ENST00000594211.1
ENSG00000213023.10	SYT3	SYT3	84258	NM_032298.2;NM_001160328.1;NA;NM_001160329.1	ENST00000338916.8;ENST00000593901.5;ENST00000598997.1;ENST00000600079.5
ENSG00000213024.11	NUP62	NUP62	23636	NM_016553.4;NM_001193357.1;NA;NM_153719.3	ENST00000352066.7;ENST00000422090.2;ENST00000593652.5;ENST00000594673.5;ENST00000595761.1;ENST00000596217.1;ENST00000596437.5;ENST00000596680.5;ENST00000597029.5;ENST00000597723.5;ENST00000599567.5;ENST00000599788.1;ENST00000600645.1;ENST00000600935.1
ENSG00000213029.3	SPHAR	SPHAR	10638	NM_006542.3	ENST00000366688.4
ENSG00000213030.5	CGB8	CGB8	94115	NM_033183.2	ENST00000448456.3
ENSG00000213047.12	DENND1B	DENND1B	163486	NM_001300858.1;NM_144977.4;NA;NM_001195215.1	ENST00000235453.8;ENST00000367396.7;ENST00000422998.1;ENST00000620048.5
ENSG00000213064.9	SFT2D2	SFT2D2	375035	NM_199344.2;NA	ENST00000271375.6;ENST00000367829.5;ENST00000630869.1
ENSG00000213066.11	FGFR1OP	FGFR1OP	11116	NA;NM_007045.3;NM_001278690.1	ENST00000349556.4;ENST00000366847.8;ENST00000622353.4
ENSG00000213077.5	FAM106A	FAM106A	80039	NR_026809.1	ENST00000392176.3
ENSG00000213079.9	SCAF8	SCAF8	22828	NM_001286199.1;NM_001286189.1;NM_001286188.1	ENST00000367178.7;ENST00000367186.7;ENST00000417268.3
ENSG00000213085.9	CFAP45	CFAP45	25790	NM_012337.2;NA	ENST00000368099.8;ENST00000426543.6;ENST00000479940.2
ENSG00000213088.9	ACKR1	ACKR1	2532	NM_001122951.2;NM_002036.3;NA	ENST00000368121.3;ENST00000368122.2;ENST00000435307.1;ENST00000537147.5
ENSG00000213096.10	ZNF254	ZNF254	9534	NM_001278665.1;NM_203282.3;NM_001278664.1;NM_001278661.1;NM_001278663.1	ENST00000339642.10;ENST00000357002.4;ENST00000611359.3;ENST00000613065.4;ENST00000616028.2
ENSG00000213123.10	TCTEX1D2	TCTEX1D2	255758	NM_152773.4	ENST00000325318.9
ENSG00000213139.7	CRYGS	CRYGS	1427	NM_017541.2;NA	ENST00000307944.5;ENST00000392499.6
ENSG00000213145.9	CRIP1	CRIP1	1396	NA;NM_001311.4	ENST00000330233.11;ENST00000392531.3;ENST00000409393.6
ENSG00000213160.9	KLHL23	KLHL23	151230	NM_001199290.1;NM_144711.5;NA	ENST00000272797.8;ENST00000392647.6;ENST00000437875.1;ENST00000448589.1;ENST00000498202.6;ENST00000602521.1
ENSG00000213171.2	LINGO4	LINGO4	339398	NM_001004432.3	ENST00000368820.3
ENSG00000213185.6	FAM24B	FAM24B	196792	NM_001204364.1;NM_152644.2	ENST00000368896.1;ENST00000368898.7
ENSG00000213186.7	TRIM59	TRIM59	286827	NM_173084.2;NA	ENST00000309784.8;ENST00000468542.1;ENST00000471155.5;ENST00000471396.1;ENST00000479460.5;ENST00000494486.1;ENST00000496222.1;ENST00000543469.1
ENSG00000213190.3	MLLT11	MLLT11	10962	NM_006818.3	ENST00000368921.4
ENSG00000213199.7	ASIC3	ASIC3	9311	NM_020321.3;NM_004769.3;NM_020322.3;NA	ENST00000297512.12;ENST00000349064.9;ENST00000357922.8;ENST00000485929.5;ENST00000490540.1
ENSG00000213203.2	GIMAP1	GIMAP1	170575	NM_130759.3	ENST00000307194.5
ENSG00000213213.13	CCDC183	CCDC183	84960	NM_001039374.4	ENST00000338005.6
ENSG00000213214.4	ARHGEF35	ARHGEF35	445328	NM_001003702.2	ENST00000378115.2
ENSG00000213218.10	CSH2	CSH2	1443	NM_022644.3;NM_022645.2;NM_020991.3;NA	ENST00000336844.9;ENST00000345366.8;ENST00000392886.6;ENST00000560142.5;ENST00000613718.3
ENSG00000213221.4	DNLZ	DNLZ	728489	NM_001080849.2;NA	ENST00000371738.3;ENST00000371739.3
ENSG00000213231.12	TCL1B	TCL1B	9623	NM_004918.3	ENST00000340722.7
ENSG00000213246.6	SUPT4H1	SUPT4H1	6827	NM_003168.2;NA	ENST00000225504.7;ENST00000577396.5;ENST00000580947.1;ENST00000581540.5
ENSG00000213265.8	TSGA13	TSGA13	114960	NM_052933.3;NA;NM_001304968.1	ENST00000356588.7;ENST00000438346.1;ENST00000443954.5;ENST00000456951.5
ENSG00000213281.4	NRAS	NRAS	4893	NM_002524.4	ENST00000369535.4
ENSG00000213316.9	LTC4S	LTC4S	4056	NM_145867.1;NA	ENST00000292596.14;ENST00000401985.3;ENST00000486713.1
ENSG00000213337.8	ANKRD39	ANKRD39	51239	NM_016466.5	ENST00000393537.4
ENSG00000213339.8	QTRT1	QTRT1	81890	NM_031209.2;NA	ENST00000250237.9;ENST00000591643.1;ENST00000592254.1;ENST00000592376.1
ENSG00000213341.10	CHUK	CHUK	1147	NM_001278.4	ENST00000370397.7
ENSG00000213347.10	MXD3	MXD3	83463	NA;NM_001142935.1;NM_031300.3	ENST00000423571.6;ENST00000427908.6;ENST00000439742.6;ENST00000502529.1;ENST00000513063.5;ENST00000513169.1
ENSG00000213366.12	GSTM2	GSTM2	2946	NM_000848.3;NA;NM_001142368.1	ENST00000241337.8;ENST00000369827.7;ENST00000369829.2;ENST00000369831.6;ENST00000414179.6;ENST00000442650.5;ENST00000460717.7;ENST00000467579.7
ENSG00000213380.14	COG8	COG8	NA	NA	ENST00000562081.2;ENST00000562595.5;ENST00000567493.1;ENST00000615447.1
ENSG00000213390.10	ARHGAP19	ARHGAP19	84986	NM_001204300.1;NM_032900.5;NM_001256423.1;NA	ENST00000358308.7;ENST00000358531.8;ENST00000371027.5;ENST00000466484.1
ENSG00000213397.10	HAUS7	HAUS7	55559	NA;NM_017518.7	ENST00000370210.3;ENST00000370211.8;ENST00000435662.1;ENST00000626181.1
ENSG00000213398.7	LCAT	LCAT	3931	NM_000229.1;NA	ENST00000264005.9;ENST00000570369.5;ENST00000570396.1;ENST00000570980.1;ENST00000576450.1
ENSG00000213401.9	MAGEA12	MAGEA12	4111	NM_005367.6;NM_001166387.3;NM_001166386.3	ENST00000357916.8;ENST00000393869.7;ENST00000393900.4
ENSG00000213402.2	PTPRCAP	PTPRCAP	5790	NM_005608.2	ENST00000326294.3
ENSG00000213413.2	PVRIG	PVRIG	79037	NM_024070.3	ENST00000317271.2
ENSG00000213416.3	KRTAP4-12	KRTAP4-12	83755	NM_031854.2	ENST00000394014.1
ENSG00000213417.3	KRTAP2-4	KRTAP2-4	85294	NM_033184.3	ENST00000394015.3
ENSG00000213420.7	GPC2	GPC2	221914	NM_152742.2	ENST00000292377.3
ENSG00000213424.8	KRT222	KRT222	125113	NM_152349.2	ENST00000394052.4
ENSG00000213445.9	SIPA1	SIPA1	6494	NM_153253.29;NA;NM_006747.3	ENST00000394224.3;ENST00000526137.1;ENST00000527525.5;ENST00000533361.1;ENST00000534313.5
ENSG00000213462.4	ERV3-1	ERV3-1	2086	NM_001007253.3	ENST00000394323.2
ENSG00000213463.4	SYNJ2BP	SYNJ2BP	55333	NM_018373.2	ENST00000256366.5
ENSG00000213465.7	ARL2	ARL2	402	NM_001667.3;NA;NM_001199745.1	ENST00000246747.8;ENST00000529384.5;ENST00000533729.1
ENSG00000213471.10	TTLL13P	TTLL13P	440307	NA	ENST00000438251.3;ENST00000641754.1
ENSG00000213512.1	GBP7	GBP7	388646	NM_207398.2	ENST00000294671.2
ENSG00000213516.9	RBMXL1	RBMXL1	494115	NM_019610.5;NM_001162536.2;NA	ENST00000321792.5;ENST00000399794.6;ENST00000413769.1
ENSG00000213523.10	SRA1	SRA1	10011	NM_001035235.3;NA	ENST00000336283.7;ENST00000602657.1
ENSG00000213533.11	TMEM110	TMEM110	375346	NM_198563.2;NA	ENST00000355083.9;ENST00000482155.1;ENST00000485356.1
ENSG00000213551.4	DNAJC9	DNAJC9	23234	NM_015190.4	ENST00000372950.4
ENSG00000213563.6	C8orf82	C8orf82	414919	NA;NM_001001795.1	ENST00000313465.5;ENST00000524821.5;ENST00000527462.1;ENST00000532827.1
ENSG00000213578.5	CPLX3	CPLX3	594855	NM_001030005.2	ENST00000395018.5
ENSG00000213585.10	VDAC1	VDAC1	7416	NM_003374.2;NA;NR_036624.1	ENST00000265333.7;ENST00000395044.7;ENST00000395047.6;ENST00000425992.2
ENSG00000213588.5	ZBTB9	ZBTB9	221504	NM_152735.3;NA	ENST00000395064.2;ENST00000612407.1;ENST00000612775.1;ENST00000621915.1
ENSG00000213593.9	TMX2	TMX2	51075	NM_015959.3;NM_001144012.2	ENST00000278422.8;ENST00000378312.8
ENSG00000213614.9	HEXA	HEXA	3073	NM_000520.5;NA	ENST00000268097.9;ENST00000566304.5;ENST00000567159.5;ENST00000567213.2
ENSG00000213619.9	NDUFS3	NDUFS3	4722	NM_004551.2;NA	ENST00000263774.8;ENST00000528192.5;ENST00000529276.1;ENST00000530295.5;ENST00000534208.5;ENST00000534716.2
ENSG00000213625.8	LEPROT	LEPROT	54741	NM_017526.4;NM_001198681.1	ENST00000371065.8;ENST00000613538.1
ENSG00000213626.11	LBH	LBH	81606	NM_030915.3;NA	ENST00000395323.7;ENST00000401506.1;ENST00000404397.5;ENST00000406087.5;ENST00000407930.2
ENSG00000213638.5	ADAT3	ADAT3	113179	NM_138422.2;NA	ENST00000329478.3;ENST00000454697.1
ENSG00000213639.9	PPP1CB	PPP1CB	5500	NA;NM_206876.1;NM_002709.2	ENST00000296122.10;ENST00000358506.6;ENST00000395366.2;ENST00000418910.1;ENST00000420282.5;ENST00000441461.5;ENST00000455580.5
ENSG00000213648.10	SULT1A4	SULT1A4	445329	NM_001017390.2;NA	ENST00000360423.11;ENST00000565290.5
ENSG00000213654.9	GPSM3	GPSM3	63940	NM_001276501.1;NM_022107.2;NA	ENST00000375040.7;ENST00000375043.3;ENST00000487761.5;ENST00000619085.1
ENSG00000213658.11	LAT	LAT	27040	NA;NM_001014987.1;NM_001014989.1	ENST00000354453.7;ENST00000360872.9;ENST00000395456.6;ENST00000395461.7;ENST00000454369.6;ENST00000564277.5;ENST00000566177.5;ENST00000570232.2;ENST00000630764.2
ENSG00000213672.7	NCKIPSD	NCKIPSD	51517	NM_016453.3;NA;NM_184231.2	ENST00000294129.6;ENST00000413374.1;ENST00000415281.1;ENST00000416649.6;ENST00000426678.1;ENST00000439518.5;ENST00000453349.5
ENSG00000213676.10	ATF6B	ATF6B	1388	NA;NM_001136153.1	ENST00000375201.8;ENST00000375203.7;ENST00000453203.1
ENSG00000213689.11	TREX1	TREX1	11277	NA;NM_007248.3;NM_016381.5;NM_033629.4	ENST00000433541.1;ENST00000444177.1;ENST00000456089.1;ENST00000625293.1;ENST00000629913.2
ENSG00000213694.3	S1PR3	S1PR3	1903	NM_005226.3;NA	ENST00000358157.2;ENST00000375846.3
ENSG00000213699.8	SLC35F6	SLC35F6	54978	NM_017877.3	ENST00000344420.9
ENSG00000213714.1	FAM209B	FAM209B	388799	NM_001013646.3	ENST00000371325.1
ENSG00000213719.8	CLIC1	CLIC1	1192	NA;NM_001287593.1;NM_001288.4;NM_001287594.1	ENST00000375779.6;ENST00000375780.6;ENST00000375784.7;ENST00000395892.5;ENST00000616760.1
ENSG00000213722.8	DDAH2	DDAH2	23564	NM_013974.2;NM_001303007.1;NA	ENST00000375787.6;ENST00000375789.6;ENST00000375792.7;ENST00000416410.5;ENST00000436437.1;ENST00000437288.5
ENSG00000213741.9	RPS29	RPS29	6235	NM_001032.4;NM_001030001.2;NM_001351375.1	ENST00000245458.10;ENST00000396020.7;ENST00000557111.5
ENSG00000213759.9	UGT2B11	UGT2B11	10720	NM_001073.1	ENST00000446444.1
ENSG00000213760.10	ATP6V1G2	ATP6V1G2	534	NM_130463.3;NM_001204078.1;NA;NM_138282.2	ENST00000303892.9;ENST00000376151.4;ENST00000415099.2;ENST00000483251.1
ENSG00000213762.11	ZNF134	ZNF134	7693	NM_003435.4;NA	ENST00000396161.9;ENST00000600344.1;ENST00000600883.1
ENSG00000213780.10	GTF2H4	GTF2H4	2968	NM_001517.4;NA	ENST00000259895.8;ENST00000376316.5
ENSG00000213782.7	DDX47	DDX47	51202	NM_201224.1;NM_016355.3;NA	ENST00000352940.8;ENST00000358007.7;ENST00000544400.1
ENSG00000213793.5	ZNF888	ZNF888	388559	NM_001310127.1	ENST00000638862.1
ENSG00000213799.11	ZNF845	ZNF845	91664	NM_138374.2;NM_001321522.1;NA	ENST00000458035.1;ENST00000595091.6;ENST00000601857.5
ENSG00000213809.8	KLRK1	KLRK1	22914	NM_001199805.1;NA	ENST00000240618.10;ENST00000540818.5
ENSG00000213822.6	AC020914.1	NA	NA	NM_001278392.1	ENST00000396477.4
ENSG00000213853.9	EMP2	EMP2	2013	NM_001424.5;NA	ENST00000359543.7;ENST00000536829.1
ENSG00000213859.4	KCTD11	KCTD11	147040	NM_001002914.2	ENST00000333751.4
ENSG00000213865.7	C8orf44	C8orf44	56260	NA;NM_019607.2	ENST00000390159.3;ENST00000519561.5;ENST00000521889.5
ENSG00000213886.3	UBD	UBD	10537	NM_006398.3	ENST00000377050.4
ENSG00000213889.10	PPM1N	PPM1N	147699	NA;NM_001080401.1	ENST00000396735.6;ENST00000396736.2;ENST00000396737.6;ENST00000401593.5;ENST00000401705.5;ENST00000451287.6;ENST00000456399.6
ENSG00000213892.11	CEACAM16	CEACAM16	388551	NA;NM_001039213.3	ENST00000405314.2;ENST00000587331.6
ENSG00000213901.10	SLC23A3	SLC23A3	151295	NM_144712.4;NA;NM_001144889.1;NM_001144890.1	ENST00000295738.11;ENST00000409370.6;ENST00000409878.7;ENST00000430764.2;ENST00000455516.6
ENSG00000213903.8	LTB4R	LTB4R	1241	NM_001143919.2;NA;NM_181657.3	ENST00000345363.7;ENST00000396782.2;ENST00000396789.4;ENST00000553481.1;ENST00000556141.1
ENSG00000213906.9	LTB4R2	LTB4R2	56413	NA;NM_001164692.2	ENST00000527924.6;ENST00000528054.1;ENST00000530080.1;ENST00000533293.1;ENST00000543919.1
ENSG00000213918.10	DNASE1	DNASE1	1773	NM_005223.3;NA	ENST00000246949.9;ENST00000407479.5;ENST00000570664.1;ENST00000575479.1;ENST00000576792.1
ENSG00000213920.8	MDP1	MDP1	145553	NM_001199822.1;NM_001199821.1	ENST00000288087.11;ENST00000396833.2
ENSG00000213921.7	LEUTX	LEUTX	342900	NM_001143832.1;NA	ENST00000396841.4;ENST00000638280.1
ENSG00000213923.11	CSNK1E	CSNK1E	1454	NM_001894.4;NA;NM_152221.2	ENST00000359867.7;ENST00000366216.6;ENST00000396832.5;ENST00000403904.5;ENST00000405675.7;ENST00000413574.6;ENST00000430335.1;ENST00000431632.5;ENST00000451964.5
ENSG00000213927.3	CCL27	CCL27	10850	NM_006664.3	ENST00000259631.4
ENSG00000213928.8	IRF9	IRF9	10379	NA;NM_006084.4	ENST00000324076.4;ENST00000396864.7;ENST00000557894.5;ENST00000559284.5;ENST00000560275.5
ENSG00000213930.11	GALT	GALT	2592	NM_000155.3;NM_001258332.1	ENST00000378842.7;ENST00000450095.6
ENSG00000213931.5	HBE1	HBE1	3046	NM_005330.3;NA	ENST00000292896.2;ENST00000380237.5;ENST00000396895.1
ENSG00000213934.6	HBG1	HBG1	3047	NM_000559.2;NA	ENST00000330597.3;ENST00000632727.1
ENSG00000213937.3	CLDN9	CLDN9	9080	NM_020982.3	ENST00000445369.2
ENSG00000213949.8	ITGA1	ITGA1	3672	NM_181501.1	ENST00000282588.6
ENSG00000213965.3	NUDT19	NUDT19	390916	NM_001105570.1	ENST00000397061.3
ENSG00000213967.10	ZNF726	ZNF726	730087	NA;NM_001348689.1;NM_001348687.1;NM_001244038.1	ENST00000322487.11;ENST00000334589.9;ENST00000525354.6;ENST00000531821.6;ENST00000575986.1;ENST00000594466.5
ENSG00000213973.8	ZNF99	ZNF99	7652	NA;NM_001080409.2	ENST00000397104.5;ENST00000596209.3
ENSG00000213977.7	TAX1BP3	TAX1BP3	30851	NM_014604.3;NM_001204698.1	ENST00000225525.3;ENST00000611779.4
ENSG00000213983.11	AP1G2	AP1G2	8906	NM_001282475.1;NM_001282474.1;NA	ENST00000308724.9;ENST00000397120.7;ENST00000554477.1;ENST00000556843.1;ENST00000557189.5
ENSG00000213988.10	ZNF90	ZNF90	7643	NM_007138.1	ENST00000418063.2
ENSG00000213995.11	NAXD	NAXD	55739	NM_001242881.1;NM_001242883.1	ENST00000309957.2;ENST00000424185.6
ENSG00000213996.12	TM6SF2	TM6SF2	53345	NM_001001524.2	ENST00000389363.4
ENSG00000213999.15	MEF2B	MEF2B	100271849	NA;NM_001145785.1	ENST00000409224.5;ENST00000409447.2;ENST00000410050.5;ENST00000424583.6
ENSG00000214013.9	GANC	GANC	2595	NM_198141.2;NM_001301410.1;NA;NM_001301409.1	ENST00000318010.12;ENST00000440615.6;ENST00000561871.1;ENST00000562170.5;ENST00000562859.5;ENST00000566442.5
