Gene.ID	Gene.Name	HGNC	EntrezGene	RefSeq	transcript_id
ENSG00000006606.8	CCL26	CCL26	10344	NA;NM_006072.4	ENST00000005180.8;ENST00000394905.2
ENSG00000006607.13	FARP2	FARP2	9855	NM_014808.3;NM_001282983.1;NA;NM_001282984.1	ENST00000264042.7;ENST00000373287.8;ENST00000412332.1;ENST00000413432.2;ENST00000418082.1;ENST00000422951.1;ENST00000444371.1;ENST00000445489.1;ENST00000627550.2
ENSG00000006611.15	USH1C	USH1C	10083	NM_153676.3;NM_005709.3;NA;NM_001297764.1	ENST00000005226.11;ENST00000318024.8;ENST00000526181.1;ENST00000527020.5;ENST00000527720.5
ENSG00000006625.17	GGCT	GGCT	79017	NM_001199816.1;NM_024051.3;NM_001199817.1;NM_001199815.1;NA	ENST00000005374.10;ENST00000275428.8;ENST00000409144.5;ENST00000409390.5;ENST00000409436.2
ENSG00000006634.7	DBF4	DBF4	10926	NM_001318060.1	ENST00000265728.5
ENSG00000006638.11	TBXA2R	TBXA2R	6915	NM_001060.5;NA	ENST00000375190.8;ENST00000411851.3;ENST00000589966.1
ENSG00000006652.13	IFRD1	IFRD1	3475	NM_001007245.2;NM_001550.3;NA;NM_001197079.1;NM_001197080.1	ENST00000005558.8;ENST00000403825.7;ENST00000417662.1;ENST00000421296.1;ENST00000429071.5;ENST00000432734.1;ENST00000440625.5;ENST00000443101.6;ENST00000445335.1;ENST00000462155.2;ENST00000476927.5;ENST00000535603.5;ENST00000621379.4
ENSG00000006659.12	LGALS14	LGALS14	56891	NA;NM_020129.2	ENST00000360675.7;ENST00000392052.7;ENST00000601802.1
ENSG00000006695.10	COX10	COX10	1352	NM_001303.3;NA	ENST00000261643.7;ENST00000429152.6
ENSG00000006704.10	GTF2IRD1	GTF2IRD1	9569	NM_016328.2;NM_005685.3;NM_001199207.1;NA	ENST00000265755.7;ENST00000424337.6;ENST00000455841.6;ENST00000470715.1;ENST00000476977.5
ENSG00000006712.14	PAF1	PAF1	54623	NM_019088.3;NA;NM_001256826.1	ENST00000221265.7;ENST00000595379.1;ENST00000595564.5
ENSG00000006715.15	VPS41	VPS41	27072	NM_014396.3;NM_080631.3;NA	ENST00000310301.8;ENST00000395969.6;ENST00000413141.5;ENST00000414632.5;ENST00000418457.6;ENST00000439468.1;ENST00000457055.1
ENSG00000006740.16	ARHGAP44	ARHGAP44	9912	NA;NM_001321164.1;NM_001321167.1	ENST00000262444.13;ENST00000340825.7;ENST00000379672.9;ENST00000581437.1;ENST00000583608.1;ENST00000616670.4
ENSG00000006744.18	ELAC2	ELAC2	60528	NM_018127.6;NA;NM_001165962.1	ENST00000338034.8;ENST00000395962.6;ENST00000426905.7;ENST00000446899.5;ENST00000578071.1;ENST00000580504.5;ENST00000581499.6;ENST00000583371.5;ENST00000584650.5;ENST00000609101.5;ENST00000609757.5
ENSG00000006747.14	SCIN	SCIN	85477	NM_001112706.2;NA;NM_033128.3	ENST00000297029.9;ENST00000417018.1;ENST00000518849.1;ENST00000519209.5;ENST00000523729.5
ENSG00000006756.15	ARSD	ARSD	414	NM_001669.3;NA	ENST00000381154.5;ENST00000458014.1
ENSG00000006757.11	PNPLA4	PNPLA4	8228	NM_004650.2;NA;NM_001142389.1;NM_001172672.1	ENST00000381042.8;ENST00000442940.1;ENST00000444736.5;ENST00000537427.5
ENSG00000006788.13	MYH13	MYH13	8735	NM_003802.2;NA	ENST00000252172.8;ENST00000418404.8;ENST00000621918.1
ENSG00000006831.9	ADIPOR2	ADIPOR2	79602	NM_024551.2	ENST00000357103.4
ENSG00000006837.11	CDKL3	CDKL3	51265	NM_001113575.1;NA;NM_001300853.1;NM_016508.3	ENST00000265334.8;ENST00000518990.5;ENST00000521118.5;ENST00000521755.1;ENST00000523054.5;ENST00000523832.1
ENSG00000007001.12	UPP2	UPP2	151531	NM_173355.3;NM_001135098.1	ENST00000005756.4;ENST00000605860.5
ENSG00000007038.10	PRSS21	PRSS21	10942	NA;NM_001270452.1	ENST00000005995.7;ENST00000450020.7;ENST00000574265.1;ENST00000574813.5
ENSG00000007047.14	MARK4	MARK4	57787	NM_001199867.1;NM_031417.3;NA	ENST00000262891.8;ENST00000300843.8;ENST00000587566.5;ENST00000590909.1;ENST00000620044.4;ENST00000622871.1
ENSG00000007062.11	PROM1	PROM1	8842	NM_006017.2;NM_001145848.1;NM_001145847.1;NA;NM_001145850.1;NM_001145849.1	ENST00000447510.6;ENST00000505450.5;ENST00000508167.5;ENST00000508322.1;ENST00000508940.1;ENST00000510224.5;ENST00000513946.1;ENST00000514967.5;ENST00000539194.5;ENST00000540805.5
ENSG00000007080.10	CCDC124	CCDC124	115098	NM_001136203.1;NA;NM_138442.3	ENST00000445755.6;ENST00000596123.1;ENST00000597436.5
ENSG00000007129.17	CEACAM21	CEACAM21	90273	NM_033543.5;NM_001098506.3;NM_001288773.2;NA	ENST00000187608.13;ENST00000401445.3;ENST00000407170.6;ENST00000632983.1
ENSG00000007168.12	PAFAH1B1	PAFAH1B1	5048	NM_000430.3;NA	ENST00000397195.9;ENST00000574468.1;ENST00000576586.5
ENSG00000007171.16	NOS2	NOS2	4843	NM_000625.4;NA	ENST00000313735.10;ENST00000621962.1
ENSG00000007174.17	DNAH9	DNAH9	1770	NM_001372.3;NA;NM_004662.2	ENST00000262442.8;ENST00000454412.6;ENST00000579602.1;ENST00000579703.1;ENST00000579813.1;ENST00000579828.5;ENST00000608377.5
ENSG00000007202.14	KIAA0100	KIAA0100	9703	NA;NM_014680.3	ENST00000389003.7;ENST00000528896.6;ENST00000544884.5;ENST00000577261.1
ENSG00000007216.14	SLC13A2	SLC13A2	9058	NM_003984.3;NM_001145975.1;NA	ENST00000314669.9;ENST00000444914.7;ENST00000545060.2
ENSG00000007237.18	GAS7	GAS7	8522	NA;NM_201433.1;NM_001130831.1;NM_003644.2;NM_201432.1	ENST00000323816.8;ENST00000396115.6;ENST00000432992.6;ENST00000437099.6;ENST00000542249.5;ENST00000578599.5;ENST00000579158.5;ENST00000580043.1;ENST00000580865.5;ENST00000583882.5;ENST00000584146.6;ENST00000584389.5;ENST00000585266.5
ENSG00000007255.10	TRAPPC6A	TRAPPC6A	79090	NM_024108.2;NM_001270891.1;NM_001270893.1;NM_001270892.1	ENST00000006275.8;ENST00000585934.1;ENST00000588062.5;ENST00000592647.1
ENSG00000007264.14	MATK	MATK	4145	NM_139355.2;NM_139354.2;NM_002378.3;NA	ENST00000310132.10;ENST00000395040.6;ENST00000395045.6;ENST00000585778.5;ENST00000587180.1;ENST00000588983.5;ENST00000590028.5;ENST00000590493.5;ENST00000590849.1;ENST00000590980.1;ENST00000591059.1;ENST00000619596.4
ENSG00000007306.14	CEACAM7	CEACAM7	1087	NM_001291485.1;NA	ENST00000006724.7;ENST00000401731.5;ENST00000602225.1
ENSG00000007312.12	CD79B	CD79B	974	NM_000626.2;NA;NM_001039933.1	ENST00000006750.7;ENST00000349817.2;ENST00000392795.7
ENSG00000007314.12	SCN4A	SCN4A	6329	NM_000334.4	ENST00000435607.3
ENSG00000007341.18	ST7L	ST7L	54879	NM_138729.3;NM_017744.4;NM_138728.2;NA;NM_001308264.1	ENST00000343210.11;ENST00000358039.8;ENST00000360743.8;ENST00000369664.1;ENST00000369666.5;ENST00000369669.5;ENST00000418497.5;ENST00000490067.5
ENSG00000007350.16	TKTL1	TKTL1	8277	NM_001145934.1;NM_001145933.1;NA	ENST00000369912.2;ENST00000369915.7;ENST00000426203.5;ENST00000426989.5
ENSG00000007372.21	PAX6	PAX6	5080	NM_001127612.1;NA;NM_001604.5;NM_001310161.1;NM_001310160.1;NM_001258462.1;NM_000280.4;NM_001310159.1;NM_001258463.1;NM_001258465.1;NM_001310158.1	ENST00000241001.13;ENST00000379107.7;ENST00000379109.7;ENST00000379111.7;ENST00000379115.9;ENST00000379123.10;ENST00000379129.7;ENST00000379132.8;ENST00000419022.6;ENST00000423822.7;ENST00000438681.6;ENST00000455099.6;ENST00000481563.6;ENST00000524853.6;ENST00000525535.2;ENST00000606377.6;ENST00000638250.1;ENST00000638346.1;ENST00000638629.1;ENST00000638685.1;ENST00000638696.1;ENST00000638755.1;ENST00000638762.1;ENST00000638802.1;ENST00000638853.1;ENST00000638878.1;ENST00000638903.1;ENST00000638914.1;ENST00000638963.1;ENST00000638965.1;ENST00000639006.1;ENST00000639034.1;ENST00000639061.1;ENST00000639079.1;ENST00000639109.1;ENST00000639386.1;ENST00000639409.1;ENST00000639548.1;ENST00000639916.1;ENST00000639920.1;ENST00000639943.1;ENST00000639950.1;ENST00000640125.1;ENST00000640242.1;ENST00000640287.1;ENST00000640335.1;ENST00000640368.1;ENST00000640431.1;ENST00000640460.1;ENST00000640610.1;ENST00000640613.1;ENST00000640684.1;ENST00000640766.1;ENST00000640872.1;ENST00000640963.1;ENST00000640975.1
ENSG00000007376.7	RPUSD1	RPUSD1	113000	NM_001324086.1;NA;NM_001324411.1;NM_001324412.1	ENST00000007264.6;ENST00000561734.5;ENST00000562070.1;ENST00000563560.1;ENST00000565377.1;ENST00000565809.5;ENST00000567114.5;ENST00000569601.5
ENSG00000007384.15	RHBDF1	RHBDF1	64285	NM_022450.3;NA	ENST00000262316.10;ENST00000419764.1;ENST00000448893.1;ENST00000450643.5
ENSG00000007392.16	LUC7L	LUC7L	55692	NM_201412.2;NM_018032.4;NM_001330420.1;NM_001320226.1;NA	ENST00000293872.12;ENST00000337351.8;ENST00000397780.5;ENST00000397783.5;ENST00000428363.1;ENST00000429378.5;ENST00000430864.5;ENST00000442701.1;ENST00000443357.5;ENST00000629543.2
ENSG00000007402.11	CACNA2D2	CACNA2D2	9254	NM_001005505.2;NM_001291101.1;NA;NM_006030.3;NM_001174051.2	ENST00000266039.7;ENST00000360963.7;ENST00000423994.6;ENST00000424201.6;ENST00000429770.5;ENST00000479441.1
ENSG00000007516.13	BAIAP3	BAIAP3	8938	NM_003933.4;NM_001286464.1;NM_001199096.1;NM_001199097.1;NA;NM_001199098.1;NM_001199099.1	ENST00000324385.9;ENST00000397488.6;ENST00000421665.6;ENST00000426824.7;ENST00000561793.1;ENST00000562208.5;ENST00000566162.1;ENST00000568887.5;ENST00000628027.2
ENSG00000007520.3	TSR3	TSR3	115939	NM_001001410.2	ENST00000007390.2
ENSG00000007541.16	PIGQ	PIGQ	9091	NM_148920.2;NA;NM_004204.3	ENST00000026218.9;ENST00000293874.2;ENST00000321878.9;ENST00000409527.6;ENST00000422307.6;ENST00000439574.1;ENST00000470411.2;ENST00000540241.1
ENSG00000007545.15	CRAMP1	CRAMP1	57585	NM_020825.3;NA	ENST00000293925.9;ENST00000397412.7;ENST00000415022.1
ENSG00000007866.19	TEAD3	TEAD3	7005	NM_003214.3;NA	ENST00000338863.11;ENST00000402886.7;ENST00000433586.1;ENST00000639578.1
ENSG00000007908.15	SELE	SELE	6401	NM_000450.2;NA	ENST00000333360.11;ENST00000367774.1;ENST00000367775.5;ENST00000367776.5;ENST00000367777.5;ENST00000609271.1
ENSG00000007923.15	DNAJC11	DNAJC11	55735	NA;NM_018198.3	ENST00000294401.11;ENST00000377577.9;ENST00000426784.1;ENST00000451196.5
ENSG00000007933.12	FMO3	FMO3	2328	NM_001002294.2;NA	ENST00000367755.8;ENST00000479749.1
ENSG00000007944.14	MYLIP	MYLIP	29116	NA;NM_013262.3	ENST00000349606.4;ENST00000356840.7
ENSG00000007952.17	NOX1	NOX1	27035	NA;NM_001271815.1;NM_007052.4	ENST00000217885.5;ENST00000372960.8;ENST00000372964.5;ENST00000372966.7;ENST00000427768.5
ENSG00000007968.6	E2F2	E2F2	1870	NM_004091.3	ENST00000361729.2
ENSG00000008018.8	PSMB1	PSMB1	5689	NM_002793.3	ENST00000262193.6
ENSG00000008056.13	SYN1	SYN1	6853	NA;NM_006950.3	ENST00000295987.12;ENST00000340666.5;ENST00000639776.1;ENST00000640721.1
ENSG00000008083.13	JARID2	JARID2	3720	NM_004973.3;NM_001267040.1	ENST00000341776.6;ENST00000397311.4
ENSG00000008086.11	CDKL5	CDKL5	6792	NM_001037343.1;NM_003159.2;NA;NM_001323289.1	ENST00000379989.6;ENST00000379996.7;ENST00000463994.4;ENST00000623364.3;ENST00000623535.1;ENST00000624700.3;ENST00000624953.1;ENST00000635828.1;ENST00000637881.1
ENSG00000008118.9	CAMK1G	CAMK1G	57172	NA;NM_020439.2	ENST00000009105.5;ENST00000361322.2;ENST00000423146.5
ENSG00000008128.22	CDK11A	CDK11A	728642	NA;NM_001313982.1;NM_033529.3;NM_001313896.1;NM_024011.3	ENST00000356200.7;ENST00000357760.6;ENST00000358779.9;ENST00000378633.5;ENST00000378638.6;ENST00000401096.2;ENST00000404249.7;ENST00000479362.1
ENSG00000008130.15	NADK	NADK	65220	NM_023018.4;NM_001198993.1;NM_001198995.1;NM_001198994.1;NA	ENST00000341426.9;ENST00000341991.7;ENST00000342348.9;ENST00000378625.5;ENST00000469045.5
ENSG00000008196.12	TFAP2B	TFAP2B	7021	NA;NM_003221.3	ENST00000344788.7;ENST00000393655.3
ENSG00000008197.4	TFAP2D	TFAP2D	83741	NM_172238.3	ENST00000008391.3
ENSG00000008226.19	DLEC1	DLEC1	9940	NM_001321153.1;NM_007337.3	ENST00000308059.10;ENST00000346219.7
ENSG00000008256.15	CYTH3	CYTH3	9265	NM_004227.3;NA	ENST00000350796.7;ENST00000396741.3
ENSG00000008277.14	ADAM22	ADAM22	53616	NA;NM_004194.4;NM_001324417.1;NM_001324418.1	ENST00000265727.11;ENST00000398201.8;ENST00000398203.7;ENST00000398204.8;ENST00000398209.7;ENST00000412441.5;ENST00000413139.1;ENST00000426930.5;ENST00000439864.5
ENSG00000008282.8	SYPL1	SYPL1	6856	NM_006754.3;NM_182715.2;NA	ENST00000011473.6;ENST00000455385.6;ENST00000464029.5;ENST00000470347.1
ENSG00000008283.15	CYB561	CYB561	1534	NM_001915.3;NM_001017917.1;NM_001017916.1;NA;NM_001330421.1	ENST00000360793.7;ENST00000392975.6;ENST00000392976.5;ENST00000448884.6;ENST00000542042.5;ENST00000578072.1;ENST00000580592.1;ENST00000580691.5;ENST00000581573.5;ENST00000582034.5;ENST00000582297.5;ENST00000582997.5;ENST00000584031.5;ENST00000584291.5;ENST00000585153.1
ENSG00000008294.20	SPAG9	SPAG9	9043	NM_001130528.2;NM_003971.5;NM_001130527.2;NM_001251971.1;NA	ENST00000262013.11;ENST00000357122.8;ENST00000505279.5;ENST00000510283.5;ENST00000510855.1;ENST00000511795.1;ENST00000513906.1;ENST00000618113.4
ENSG00000008300.16	CELSR3	CELSR3	1951	NM_001407.2	ENST00000164024.4
ENSG00000008311.14	AASS	AASS	10157	NA;NM_005763.3	ENST00000393376.5;ENST00000417368.6
ENSG00000008323.15	PLEKHG6	PLEKHG6	55200	NM_018173.3;NA;NM_001144856.1;NM_001144857.1	ENST00000011684.11;ENST00000304581.8;ENST00000396988.7;ENST00000449001.6;ENST00000536531.5
ENSG00000008324.11	SS18L2	SS18L2	51188	NA;NM_016305.3	ENST00000011691.5;ENST00000447630.5
ENSG00000008382.15	MPND	MPND	84954	NM_032868.5;NM_001159846.2;NA;NM_001300862.1	ENST00000262966.12;ENST00000359935.8;ENST00000594162.1;ENST00000596722.5;ENST00000597036.5;ENST00000599840.5;ENST00000601877.1
ENSG00000008394.12	MGST1	MGST1	4257	NM_145792.2;NM_145764.2;NM_145791.2;NM_001260511.1;NM_001267598.1;NA;NR_048547.1	ENST00000010404.6;ENST00000396207.1;ENST00000396209.5;ENST00000396210.7;ENST00000535309.5;ENST00000536371.5;ENST00000538885.5;ENST00000540056.5;ENST00000540126.5;ENST00000543076.5
ENSG00000008405.11	CRY1	CRY1	1407	NM_004075.4;NA	ENST00000008527.9;ENST00000549356.1
ENSG00000008438.4	PGLYRP1	PGLYRP1	8993	NM_005091.2	ENST00000008938.4
ENSG00000008441.16	NFIX	NFIX	4784	NA;NM_002501.3;NM_001271044.2;NM_001271043.2	ENST00000358552.7;ENST00000360105.8;ENST00000397661.6;ENST00000585575.5;ENST00000586873.1;ENST00000587260.1;ENST00000587760.5;ENST00000588228.5;ENST00000590027.1;ENST00000591028.1;ENST00000592199.5
ENSG00000008513.14	ST3GAL1	ST3GAL1	6482	NA;NM_003033.3	ENST00000399640.3;ENST00000517668.5;ENST00000519924.5;ENST00000521180.5;ENST00000522652.5;ENST00000523634.1;ENST00000523854.5;ENST00000523855.1
ENSG00000008516.16	MMP25	MMP25	64386	NM_022468.4;NA	ENST00000336577.8;ENST00000612971.1
ENSG00000008517.16	IL32	IL32	9235	NM_001012634.1;NM_001012633.1;NM_001012636.1;NA;NM_001308078.1;NM_001012631.1;NM_001012635.1;NM_001012632.1	ENST00000008180.13;ENST00000325568.9;ENST00000382213.7;ENST00000396887.7;ENST00000396890.6;ENST00000440815.7;ENST00000444393.7;ENST00000525228.5;ENST00000525377.6;ENST00000525643.6;ENST00000526464.6;ENST00000528163.6;ENST00000529550.5;ENST00000529699.5;ENST00000530538.6;ENST00000530890.5;ENST00000531965.5;ENST00000533097.6;ENST00000534507.5;ENST00000548246.1;ENST00000548476.5;ENST00000548652.5;ENST00000548807.5;ENST00000549213.5;ENST00000551122.5;ENST00000551513.5;ENST00000552356.5;ENST00000552664.5;ENST00000552936.5;ENST00000613483.4
ENSG00000008710.19	PKD1	PKD1	5310	NM_001009944.2;NM_000296.3;NA	ENST00000262304.8;ENST00000423118.5;ENST00000483024.1;ENST00000488185.2;ENST00000567946.1
ENSG00000008735.13	MAPK8IP2	MAPK8IP2	23542	NM_012324.4	ENST00000329492.5
ENSG00000008838.19	MED24	MED24	9862	NM_001267797.1;NA;NM_001079518.1;NM_014815.3;NM_001330211.1	ENST00000356271.7;ENST00000394126.5;ENST00000394127.6;ENST00000394128.6;ENST00000422942.6;ENST00000428757.6;ENST00000501516.7;ENST00000535071.6;ENST00000537674.6;ENST00000543759.6;ENST00000578161.2;ENST00000580302.1;ENST00000580517.5;ENST00000580885.5;ENST00000582023.5;ENST00000585306.5;ENST00000614384.4
ENSG00000008853.16	RHOBTB2	RHOBTB2	23221	NM_015178.2;NM_001160036.1;NM_001160037.1;NA	ENST00000251822.6;ENST00000519685.5;ENST00000522948.5;ENST00000524077.5
ENSG00000008869.11	HEATR5B	HEATR5B	54497	NM_019024.2;NA	ENST00000233099.5;ENST00000425467.5
ENSG00000008952.16	SEC62	SEC62	7095	NM_003262.3;NA	ENST00000337002.8;ENST00000480708.5
ENSG00000008988.9	RPS20	RPS20	6224	NM_001023.3;NA;NM_001146227.1	ENST00000009589.7;ENST00000518875.5;ENST00000519606.5;ENST00000519807.5;ENST00000520627.1;ENST00000521262.5;ENST00000523936.5;ENST00000524349.5;ENST00000618656.1
ENSG00000009307.15	CSDE1	CSDE1	7812	NM_001242893.1;NM_007158.5;NM_001007553.2;NM_001130523.2;NA;NM_001242892.1;NM_001242891.1	ENST00000261443.9;ENST00000339438.10;ENST00000358528.8;ENST00000369530.5;ENST00000438362.6;ENST00000525132.1;ENST00000525878.5;ENST00000525970.5;ENST00000529046.5;ENST00000530886.5;ENST00000534389.2;ENST00000534699.5;ENST00000610726.4
ENSG00000009335.17	UBE3C	UBE3C	9690	NM_014671.2;NA	ENST00000348165.9;ENST00000389103.4;ENST00000611269.4
ENSG00000009413.15	REV3L	REV3L	5980	NM_002912.4;NA;NM_001286431.1	ENST00000358835.7;ENST00000368802.7;ENST00000368805.5;ENST00000435970.5;ENST00000619481.1
ENSG00000009694.13	TENM1	TENM1	10178	NM_014253.3;NM_001163278.1	ENST00000371130.7;ENST00000422452.2
ENSG00000009709.11	PAX7	PAX7	5081	NM_002584.2;NA;NM_001135254.1	ENST00000375375.7;ENST00000400661.3;ENST00000420770.6
ENSG00000009724.16	MASP2	MASP2	10747	NM_006610.3;NM_139208.2	ENST00000400897.7;ENST00000400898.3
ENSG00000009765.14	IYD	IYD	389434	NM_001164694.1;NM_001318495.1;NA;NM_001164695.1	ENST00000229447.9;ENST00000344419.7;ENST00000392255.7;ENST00000392256.6;ENST00000425615.3;ENST00000500320.7
ENSG00000009780.15	FAM76A	FAM76A	199870	NM_001143912.1;NM_001143913.1;NM_001143914.1;NM_152660.2;NM_001143915.1;NA	ENST00000010299.10;ENST00000234549.11;ENST00000373949.5;ENST00000373954.10;ENST00000419687.6;ENST00000446647.1;ENST00000530324.5
ENSG00000009790.14	TRAF3IP3	TRAF3IP3	80342	NM_001287754.1;NM_001320143.1;NM_025228.3;NM_001320144.1;NA	ENST00000367023.5;ENST00000367024.5;ENST00000367025.7;ENST00000367026.7;ENST00000400959.7;ENST00000477431.1;ENST00000479796.5;ENST00000487271.5
ENSG00000009830.11	POMT2	POMT2	29954	NM_013382.5;NA	ENST00000261534.8;ENST00000554948.1;ENST00000556171.1;ENST00000556394.1
ENSG00000009844.15	VTA1	VTA1	51534	NA;NM_016485.4;NM_001286372.1;NM_001286371.1	ENST00000367621.1;ENST00000367630.8;ENST00000452973.6;ENST00000620996.4
ENSG00000009950.15	MLXIPL	MLXIPL	51085	NM_032951.2;NM_032952.2;NA	ENST00000313375.7;ENST00000354613.5;ENST00000414749.6;ENST00000429400.6;ENST00000434326.5;ENST00000453275.1;ENST00000456640.1
ENSG00000009954.10	BAZ1B	BAZ1B	9031	NM_032408.3;NA	ENST00000339594.8;ENST00000404251.1
ENSG00000010017.12	RANBP9	RANBP9	10048	NM_005493.2	ENST00000011619.5
ENSG00000010030.13	ETV7	ETV7	51513	NM_001207035.1;NM_016135.3;NM_001207038.1;NM_001207036.1;NM_001207041.1;NM_001207037.1;NM_001207040.1;NM_001207039.1	ENST00000339796.9;ENST00000340181.8;ENST00000373737.8;ENST00000373738.4;ENST00000538992.3;ENST00000615781.4;ENST00000620358.4;ENST00000627426.2
ENSG00000010072.15	SPRTN	SPRTN	83932	NA;NM_001010984.3	ENST00000008440.9;ENST00000295050.11;ENST00000366644.3;ENST00000391858.8
ENSG00000010165.19	METTL13	METTL13	51603	NM_015935.4;NM_014955.2;NM_001007239.1	ENST00000361735.3;ENST00000362019.7;ENST00000367737.9
ENSG00000010219.13	DYRK4	DYRK4	8798	NA;NM_003845.2	ENST00000010132.6;ENST00000540757.6;ENST00000543431.5;ENST00000544671.1
ENSG00000010244.18	ZNF207	ZNF207	7756	NM_003457.3;NA;NM_001098507.1;NM_001032293.2	ENST00000321233.10;ENST00000342555.10;ENST00000394670.8;ENST00000394673.6;ENST00000394679.9;ENST00000577908.5;ENST00000578918.1;ENST00000579634.5;ENST00000580759.5;ENST00000582165.1
ENSG00000010256.10	UQCRC1	UQCRC1	7384	NM_003365.2	ENST00000203407.5
ENSG00000010270.13	STARD3NL	STARD3NL	83930	NM_032016.3;NA	ENST00000009041.11;ENST00000396013.5;ENST00000429075.1;ENST00000434197.5;ENST00000440144.5;ENST00000453225.5
ENSG00000010278.12	CD9	CD9	928	NA;NM_001330312.1;NM_001769.3	ENST00000009180.8;ENST00000382515.6;ENST00000382518.5;ENST00000382519.8;ENST00000536586.5;ENST00000610354.4
ENSG00000010282.14	HHATL	HHATL	57467	NR_027753.1;NA;NM_020707.3	ENST00000310417.9;ENST00000416756.5;ENST00000417472.5;ENST00000426666.5;ENST00000441594.5;ENST00000442469.1;ENST00000455195.5;ENST00000457462.5
ENSG00000010292.12	NCAPD2	NCAPD2	9918	NM_014865.3;NA	ENST00000315579.9;ENST00000382457.8;ENST00000539714.5
ENSG00000010295.19	IFFO1	IFFO1	25900	NM_080730.4;NM_001039670.2;NM_001330324.1;NA;NM_001193457.1	ENST00000336604.8;ENST00000356896.8;ENST00000396840.6;ENST00000436152.6;ENST00000465801.5;ENST00000615885.4;ENST00000619571.4
ENSG00000010310.8	GIPR	GIPR	2696	NA;NM_001308418.1;NM_000164.3	ENST00000263281.7;ENST00000304207.12;ENST00000590918.5;ENST00000591322.1
ENSG00000010318.20	PHF7	PHF7	51533	NM_001321126.1;NM_001278221.2;NA	ENST00000327906.7;ENST00000347025.6;ENST00000461861.5;ENST00000465863.1;ENST00000614886.4;ENST00000615126.1
ENSG00000010319.6	SEMA3G	SEMA3G	56920	NM_020163.1;NA	ENST00000231721.6;ENST00000475739.1
ENSG00000010322.15	NISCH	NISCH	11188	NM_007184.3;NM_001276294.1;NA;NM_001276293.1	ENST00000345716.8;ENST00000420808.2;ENST00000479054.5;ENST00000488380.5
ENSG00000010327.10	STAB1	STAB1	23166	NM_015136.2;NA	ENST00000321725.10;ENST00000469989.1
ENSG00000010361.13	FUZ	FUZ	80199	NM_025129.4;NA;NM_001171937.1	ENST00000313777.8;ENST00000526575.1;ENST00000528094.5;ENST00000529302.1;ENST00000529634.2;ENST00000533418.5
ENSG00000010379.15	SLC6A13	SLC6A13	6540	NM_016615.4;NM_001243392.1;NM_001190997.2;NA	ENST00000343164.8;ENST00000436453.1;ENST00000445055.6;ENST00000546319.5
ENSG00000010404.17	IDS	IDS	3423	NM_000202.7;NM_006123.4;NA	ENST00000340855.10;ENST00000370441.8;ENST00000428056.6;ENST00000521702.1
ENSG00000010438.16	PRSS3	PRSS3	5646	NM_001197097.2;NM_007343.3;NM_002771.3;NM_001197098.1;NA	ENST00000342836.8;ENST00000361005.9;ENST00000379405.3;ENST00000429677.7;ENST00000457896.5
ENSG00000010539.11	ZNF200	ZNF200	7752	NM_198087.2;NA;NM_001145446.1;NM_001145448.1;NM_001145447.1	ENST00000396868.7;ENST00000396870.8;ENST00000396871.8;ENST00000414144.6;ENST00000431561.7;ENST00000575617.1;ENST00000575948.1
ENSG00000010610.9	CD4	CD4	920	NM_000616.4;NA	ENST00000011653.8;ENST00000539492.1;ENST00000541982.5
ENSG00000010626.14	LRRC23	LRRC23	10233	NM_201650.2;NM_006992.3;NA;NM_001135217.1	ENST00000007969.12;ENST00000323702.9;ENST00000415834.5;ENST00000429740.1;ENST00000433346.5;ENST00000436789.5;ENST00000443597.6;ENST00000622489.4
ENSG00000010671.15	BTK	BTK	695	NM_000061.2;NM_001287345.1;NA;NM_001287344.1	ENST00000308731.7;ENST00000372880.5;ENST00000618050.4;ENST00000621635.4
ENSG00000010704.18	HFE	HFE	3077	NA;NM_139004.2;NM_139003.2;NM_139007.2;NM_139011.2;NM_139010.2;NM_000410.3;NM_139009.2;NM_139006.2	ENST00000309234.10;ENST00000317896.11;ENST00000336625.12;ENST00000349999.8;ENST00000352392.8;ENST00000353147.9;ENST00000357618.9;ENST00000397022.7;ENST00000461397.5;ENST00000470149.5;ENST00000485729.1;ENST00000488199.5
